seconds_elapsed,strength_state,away_on_1,away_on_2,away_on_3,away_on_4,away_on_5,away_on_6,away_on_1_id,away_on_2_id,away_on_3_id,away_on_4_id,away_on_5_id,away_on_6_id,home_on_1,home_on_2,home_on_3,home_on_4,home_on_5,home_on_6,home_on_1_id,home_on_2_id,home_on_3_id,home_on_4_id,home_on_5_id,home_on_6_id,away_goalie,home_goalie,away_goalie_id,home_goalie_id
1132,5v4,ELIAS LINDHOLM,NIKITA ZADOROV,ANDREW PEEKE,JOHN BEECHER,MASON LOHREI,,8477496,8477507,8479369,8481556,8482511,,TYLER TOFFOLI,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,MACKLIN CELEBRINI,,8475726,8482667,8484152,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1133,5v4,ELIAS LINDHOLM,NIKITA ZADOROV,ANDREW PEEKE,JOHN BEECHER,MASON LOHREI,,8477496,8477507,8479369,8481556,8482511,,TYLER TOFFOLI,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,MACKLIN CELEBRINI,,8475726,8482667,8484152,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1134,5v4,ELIAS LINDHOLM,NIKITA ZADOROV,ANDREW PEEKE,JOHN BEECHER,MASON LOHREI,,8477496,8477507,8479369,8481556,8482511,,TYLER TOFFOLI,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,MACKLIN CELEBRINI,,8475726,8482667,8484152,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1135,5v4,ELIAS LINDHOLM,NIKITA ZADOROV,ANDREW PEEKE,JOHN BEECHER,MASON LOHREI,,8477496,8477507,8479369,8481556,8482511,,TYLER TOFFOLI,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,MACKLIN CELEBRINI,,8475726,8482667,8484152,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1136,5v4,ELIAS LINDHOLM,NIKITA ZADOROV,ANDREW PEEKE,JOHN BEECHER,MASON LOHREI,,8477496,8477507,8479369,8481556,8482511,,TYLER TOFFOLI,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,MACKLIN CELEBRINI,,8475726,8482667,8484152,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1137,4v5,NIKITA ZADOROV,PATRICK BROWN,ANDREW PEEKE,JOHN BEECHER,MASON LOHREI,,8477507,8477887,8479369,8481556,8482511,,TYLER TOFFOLI,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,MACKLIN CELEBRINI,,8475726,8482667,8484152,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1138,4v5,NIKITA ZADOROV,PATRICK BROWN,PARKER WOTHERSPOON,JOHN BEECHER,MASON LOHREI,,8477507,8477887,8478450,8481556,8482511,,TYLER TOFFOLI,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,MACKLIN CELEBRINI,,8475726,8482667,8484152,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1139,4v5,NIKITA ZADOROV,PATRICK BROWN,PARKER WOTHERSPOON,COLE KOEPKE,MASON LOHREI,,8477507,8477887,8478450,8481043,8482511,,TYLER TOFFOLI,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,MACKLIN CELEBRINI,,8475726,8482667,8484152,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1140,4v5,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,MACKLIN CELEBRINI,,8475726,8482667,8484152,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1141,4v5,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,MACKLIN CELEBRINI,,8475726,8482667,8484152,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1142,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1143,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1144,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1145,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1146,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1147,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1148,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1149,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1150,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1151,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1152,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1153,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1154,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1155,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1156,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1157,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1158,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1159,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1160,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1161,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1162,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1163,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1164,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1165,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8475726,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1166,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,MACKLIN CELEBRINI,,8477505,8480043,8482667,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1167,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,WILLIAM EKLUND,LUCA CAGNONI,COLLIN GRAF,,8477505,8480043,8482667,8484152,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1168,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,LUCA CAGNONI,COLLIN GRAF,,8477505,8480043,8481042,8484152,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1169,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,LUCA CAGNONI,COLLIN GRAF,,8477505,8480043,8481042,8484152,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1170,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,LUCA CAGNONI,COLLIN GRAF,,8477505,8480043,8481042,8484152,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1171,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,LUCA CAGNONI,COLLIN GRAF,,8477505,8480043,8481042,8484152,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1172,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1173,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1174,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1175,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1176,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1177,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1178,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1179,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1180,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1181,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1182,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1183,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1184,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1185,5v4,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,COLE KOEPKE,MASON LOHREI,,8477887,8478450,8480035,8481043,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1186,4v5,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,JAKUB LAUKO,MASON LOHREI,,8477887,8478450,8480035,8480880,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1187,4v5,PATRICK BROWN,PARKER WOTHERSPOON,HENRI JOKIHARJU,JAKUB LAUKO,MASON LOHREI,,8477887,8478450,8480035,8480880,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1188,4v5,ANDREW PEEKE,MICHAEL CALLAHAN,JAKUB LAUKO,JOHN BEECHER,MASON LOHREI,,8479369,8480828,8480880,8481556,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1189,4v5,ANDREW PEEKE,MICHAEL CALLAHAN,JAKUB LAUKO,JOHN BEECHER,MASON LOHREI,,8479369,8480828,8480880,8481556,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1190,4v5,ANDREW PEEKE,MICHAEL CALLAHAN,JAKUB LAUKO,JOHN BEECHER,MASON LOHREI,,8479369,8480828,8480880,8481556,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1191,4v5,ANDREW PEEKE,MICHAEL CALLAHAN,JAKUB LAUKO,JOHN BEECHER,MASON LOHREI,,8479369,8480828,8480880,8481556,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1192,4v5,ANDREW PEEKE,MICHAEL CALLAHAN,JAKUB LAUKO,JOHN BEECHER,MASON LOHREI,,8479369,8480828,8480880,8481556,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1193,4v5,ANDREW PEEKE,MICHAEL CALLAHAN,JAKUB LAUKO,JOHN BEECHER,MASON LOHREI,,8479369,8480828,8480880,8481556,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1194,4v5,ANDREW PEEKE,MICHAEL CALLAHAN,JAKUB LAUKO,JOHN BEECHER,MASON LOHREI,,8479369,8480828,8480880,8481556,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1195,4v5,ANDREW PEEKE,MICHAEL CALLAHAN,JAKUB LAUKO,JOHN BEECHER,MASON LOHREI,,8479369,8480828,8480880,8481556,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1196,4v5,ANDREW PEEKE,MICHAEL CALLAHAN,JAKUB LAUKO,JOHN BEECHER,MASON LOHREI,,8479369,8480828,8480880,8481556,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1197,4v5,ANDREW PEEKE,MICHAEL CALLAHAN,JAKUB LAUKO,JOHN BEECHER,MASON LOHREI,,8479369,8480828,8480880,8481556,8482511,,ALEXANDER WENNBERG,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8477505,8480043,8481042,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
